##Countries:2007-02-05
-2097151999||-2063597568||US
-2046820351||-1979711488||US
-1962934271||-1912602624||US
-1895825407||-1761607680||US
-1744830463||-1742503936||US
-1742471167||-1742340096||CA
-1742340095||-1742303232||US
-1742274559||-1742188544||US
-1742184447||-1742151680||US
-1742143487||-1742118912||US
-1741946879||-1741131776||US
-1741127679||-1741094912||US
-1741094911||-1741029376||CA
-1741029375||-1740636160||US
-1740636159||-1740075008||CA
-1740075007||-1739849728||US
-1739849727||-1739063296||CA
-1739063295||-1738989568||US
-1738981375||-1738964992||CA
-1738948607||-1738932224||CA
-1738932223||-1738276864||US
-1738014719||-1737973760||US
-1737949183||-1737932800||US
-1737916415||-1737891840||US
-1737883647||-1737752576||US
-1737752575||-1737621504||CA
-1737621503||-1737490432||US
-1737424895||-1737359360||US
-1737359359||-1737293824||CA
-1737293823||-1736835072||US
-1736835071||-1736769536||CA
-1736769535||-1736318976||US
-1736310783||-1736179712||US
-1736179711||-1736114176||NL
-1735917567||-1735843840||US
-1735835647||-1735819264||CA
-1735819263||-1735802880||US
-1735802879||-1735794688||CA
-1735786495||-1735766016||CA
-1735753727||-1735737344||CA
-1735737343||-1735720960||PR
-1735720959||-1735712768||CA
-1735688191||-1735663616||PR
-1735655423||-1735598080||US
-1735589887||-1735524352||CA
-1735524351||-1735446528||US
-1735442431||-1735434240||US
-1735426047||-1735413760||US
-1735393279||-1735327744||US
-1735294975||-1735262208||US
-1735262207||-1735254016||CA
-1735196671||-1735049216||US
-1735032831||-1735000064||US
-1735000063||-1734934528||CA
-1734934527||-1734868992||US
-1734868991||-1734836224||CL
-1734836223||-1734803456||US
-1734803455||-1734795264||CA
-1734787071||-1734606848||US
-1734475775||-1733636096||US
-1733631999||-1733582848||US
-1733558271||-1731723264||US
-1731723263||-1731461120||CA
-1731461119||-1731424256||US
-1731395583||-1731321856||US
-1731313663||-1731264512||US
-1731264511||-1731231744||CA
-1731231743||-1730936832||US
-1730936831||-1730920448||CA
-1730871295||-1730854912||US
-1730854911||-1730846720||CA
-1730838527||-1730740224||US
-1730740223||-1730707456||CA
-1730707455||-1730281472||US
-1730281471||-1730215936||CA
-1730215935||-1730195456||US
-1730191359||-1730187264||US
-1730183167||-1730138112||US
-1730117631||-1730084864||CA
-1730084863||-1730060288||US
-1730052095||-1730019328||US
-1730019327||-1729953792||CA
-1729953791||-1729863680||US
-1729822719||-1729708032||US
-1729683455||-1729675264||BS
-1729675263||-1729667072||CA
-1729658879||-1729626112||US
-1729626111||-1729560576||AR
-1729560575||-1729536000||US
-1729527807||-1729511424||US
-1729495039||-1729421312||US
-1729421311||-1729413120||CA
-1729413119||-1729409024||US
-1729404927||-1729363968||CA
-1729363967||-1729351680||US
-1729347583||-1729232896||US
-1729224703||-1729208320||US
-1729200127||-1729167360||US
-1729159167||-1728839680||US
-1728839679||-1728815104||CA
-1728815103||-1728811008||US
-1728806911||-1728790528||BS
-1728790527||-1728774144||CA
-1728774143||-1728753664||US
-1728659455||-1728651264||US
-1728643071||-1728053248||US
-1728053247||-1711276032||GB
-1728053247||-1711276032||GB
-1711276031||-1694498816||US
-1677721599||-1627389952||US
-1610612735||-1543503872||US
-1509949439||-1493172224||US
-1476395007||-1459617792||US
-1447034879||-1446772736||ZA
-1446772735||-1446707200||EG
-1446707199||-1446641664||RW
-1446510591||-1446379520||DZ
-1446248447||-1446240256||SZ
-1446240255||-1446232064||GH
-1446232063||-1446223872||CM
-1446223871||-1446215680||MG
-1446215679||-1446207488||TZ
-1446207487||-1446199296||KE
-1446199295||-1446191104||ZA
-1446191103||-1446182912||NG
-1446182911||-1446174720||CM
-1446174719||-1446166528||AO
-1446166527||-1446158336||CM
-1446158335||-1446150144||EG
-1446150143||-1446141952||NA
-1446141951||-1446133760||NG
-1446133759||-1446125568||MA
-1446125567||-1446117376||SL
-1446117375||-1446109184||NG
-1446109183||-1446100992||KE
-1446043647||-1446035456||MG
-1446035455||-1446019072||KE
-1446019071||-1446010880||MU
-1446010879||-1446002688||TG
-1446002687||-1445994496||CI
-1445994495||-1445969920||ZA
-1445969919||-1445953536||LY
-1445953535||-1445937152||SN
-1445937151||-1445920768||ZA
-1445920767||-1445904384||KE
-1445904383||-1445888000||SD
-1445887999||-1445871616||DZ
-1445871615||-1445855232||EG
-1445756927||-1445740544||GA
-1445691391||-1445658624||MU
-1445199871||-1445195776||UG
-1445195775||-1445191680||ZW
-1445191679||-1445187584||MZ
-1445187583||-1445183488||GH
-1445183487||-1445179392||NG
-1445179391||-1445175296||SL
-1445175295||-1445171200||SC
-1445171199||-1445167104||KE
-1445167103||-1445163008||TZ
-1445163007||-1445158912||DZ
-1445158911||-1445154816||MZ
-1445154815||-1445150720||TZ
-1445150719||-1445146624||MZ
-1445072895||-1445068800||AO
-1445068799||-1445066752||UG
-1445066751||-1445064704||KE
-1445064703||-1445062656||ZM
-1445062655||-1445060608||TZ
-1445060607||-1445058560||ZA
-1445058559||-1445056512||NG
-1445056511||-1445054464||ZA
-1445054463||-1445052416||TZ
-1445052415||-1445050368||NG
-1445005311||-1445002240||AO
-1445002239||-1445001216||TZ
-1445001215||-1445000192||ZA
-1445000191||-1444999168||BW
-1444999167||-1444998144||TZ
-1444998143||-1444997120||EG
-1444997119||-1444996096||NG
-1444996095||-1444995072||CM
-1444995071||-1444993024||ZA
-1444993023||-1444992000||AO
-1444991999||-1444990976||LR
-1444990975||-1444989952||KE
-1444989951||-1444988928||EG
-1444988927||-1444987904||KE
-1444987903||-1444986880||ZA
-1444986879||-1444985856||NG
-1444985855||-1444984832||ZA
-1444984831||-1444983808||BW
-1444983807||-1444982784||MU
-1444982783||-1444981760||NA
-1444981759||-1444980736||UG
-1444980735||-1444979712||SL
-1444979711||-1444978688||GA
-1444942847||-1444941824||ZA
-1444941823||-1444940800||EG
-1444940799||-1444939776||ZA
-1444939775||-1444938752||BJ
-1444938751||-1444937728||ZA
-1444937727||-1444413440||TN
-1443889151||-1443364864||ZA
-1443364863||-1443102720||MA
-1426063359||-1409286144||JP
-1409286143||-1375731712||US
-1358954495||-1342177280||CA
-1342177279||-1325400064||US
-1291845631||-1275068416||GB
-1275068415||-1258291200||US
-1258291199||-1241513984||DE
-1241513983||-1191182336||US
-1191182335||-1174405120||FR
-1174405119||-1174274048||JP
-1174274047||-1174208512||IN
-1174208511||-1174011904||JP
-1174011903||-1173880832||AU
-1173880831||-1173618688||TH
-1173618687||-1173487616||JP
-1173487615||-1172701184||CN
-1172701183||-1172602880||MY
-1172602879||-1172570112||PK
-1172570111||-1172504576||NZ
-1172504575||-1172439040||KR
-1172439039||-1170210816||CN
-1170210815||-1170178048||TH
-1170178047||-1170145280||HK
-1170145279||-1170137088||SG
-1170137087||-1170128896||JP
-1170128895||-1170112512||KR
-1170112511||-1170087936||PK
-1170087935||-1170085888||BD
-1170085887||-1170083840||HK
-1170083839||-1170081792||ID
-1170081791||-1170079744||AU
-1170079743||-1169948672||CN
-1169948671||-1169915904||IN
-1169915903||-1169883136||CN
-1169883135||-1169817600||PH
-1169817599||-1169752064||JP
-1169752063||-1169719296||PH
-1169719295||-1169686528||MY
-1169686527||-1169162240||KR
-1169162239||-1169031168||JP
-1169031167||-1168900096||CN
-1168900095||-1168883712||JP
-1168883711||-1168844800||AU
-1168842751||-1168838656||NZ
-1168834559||-1168769024||JP
-1168769023||-1168703488||TW
-1168703487||-1168699392||AU
-1168699391||-1168695296||JP
-1168695295||-1168687104||KR
-1168687103||-1168670720||CN
-1168670719||-1168113664||JP
-1168113663||-1168072704||AU
-1168048127||-1168015360||TH
-1167982591||-1167917056||JP
-1167917055||-1167884288||TW
-1167884287||-1167720448||CN
-1167720447||-1167589376||KR
-1167589375||-1167065088||AU
-1167065087||-1166934016||JP
-1166934015||-1166802944||TW
-1166802943||-1166540800||CN
-1166540799||-1166016512||KR
-1166016511||-1165492224||CN
-1165492223||-1165361152||TH
-1165361151||-1165312000||JP
-1165311999||-1165295616||KR
-1165295615||-1165230080||MY
-1165230079||-1164967936||KR
-1164967935||-1164902400||CN
-1164902399||-1164869632||KR
-1164869631||-1164861440||AU
-1164861439||-1164859392||JP
-1164859391||-1164857344||ID
-1164857343||-1164853248||BD
-1164853247||-1164836864||SG
-1164836863||-1164812288||JP
-1164812287||-1164804096||IN
-1164804095||-1164787712||SG
-1164787711||-1164771328||KR
-1164771327||-1164738560||TH
-1164738559||-1164730368||AF
-1164730367||-1164728320||JP
-1164728319||-1164724224||BD
-1164724223||-1164722176||ID
-1164722175||-1164705792||JP
-1164705791||-1164443648||KR
-1164443647||-1164312576||HK
-1164312575||-1164181504||CN
-1164181503||-1163919360||JP
-1163919359||-1162870784||AU
-1162870783||-1162739712||HK
-1162739711||-1162608640||AU
-1162608639||-1162526720||KR
-1162526719||-1162518528||AU
-1162518527||-1162514432||PK
-1162510335||-1162477568||TH
-1162477567||-1162412032||SG
-1162412031||-1162379264||JP
-1162346495||-1162280960||KR
-1162280959||-1162215424||SG
-1162215423||-1162084352||VN
-1162084351||-1161822208||JP
-1161822207||-1159725056||CN
-1159725055||-1158676480||KR
-1158676479||-1157627904||CN
-1157627903||-1155530752||KR
-1155530751||-1152122880||CN
-1152122879||-1151950848||JP
-1151950847||-1151942656||AU
-1151942655||-1151926272||KR
-1151926271||-1151860736||JP
-1151860735||-1151074304||IN
-1151074303||-1150910464||AU
-1150812159||-1150681088||TW
-1150681087||-1150615552||JP
-1150615551||-1150287872||CN
-1150287871||-1149239296||TW
-1149239295||-1148190720||JP
-1148190719||-1148059648||IN
-1148059647||-1147928576||JP
-1147928575||-1147797504||HK
-1147797503||-1147731968||KR
-1147731967||-1147699200||CN
-1147699199||-1147682816||JP
-1147682815||-1147666432||KR
-1147666431||-1147633664||BD
-1147633663||-1147617280||KR
-1147617279||-1147609088||HK
-1147600895||-1147535360||JP
-1147535359||-1147469824||AU
-1147469823||-1147404288||CN
-1147404287||-1147142144||JP
-1147142143||-1146748928||IN
-1146748927||-1146683392||JP
-1146683391||-1146617856||AU
-1146617855||-1146355712||JP
-1146355711||-1146224640||CN
-1146093567||-1145438208||IN
-1145438207||-1145307136||KR
-1145307135||-1145241600||HK
-1145241599||-1145176064||SG
-1145176063||-1145110528||JP
-1145110527||-1145077760||CN
-1145077759||-1145061376||JP
-1145061375||-1145053184||AU
-1145044991||-1138753536||CN
-1138753535||-1137704960||JP
-1137704959||-1137246208||MY
-1137246207||-1137180672||CN
-1137180671||-1136721920||JP
-1136721919||-1136656384||CN
-1136656383||-1130364928||JP
-1130364927||-1128267776||CN
-1128267775||-1128136704||JP
-1128136703||-1128005632||CN
-1128005631||-1127874560||KR
-1127874559||-1127743488||TW
-1127743487||-1126170624||CN
-1126170623||-1125646336||AU
-1125646335||-1125515264||CN
-1125515263||-1125449728||NZ
-1125449727||-1125384192||CN
-1125384191||-1125122048||JP
-1125122047||-1124925440||AU
-1124925439||-1124859904||IN
-1124859903||-1124769792||TW
-1124761599||-1124728832||CN
-1124728831||-1124663296||AU
-1124663295||-1124597760||CN
-1124597759||-1124335616||TW
-1124335615||-1124270080||CN
-1124270079||-1124245504||JP
-1124245503||-1124237312||ID
-1124237311||-1124204544||CN
-1124204543||-1124171776||IN
-1124171775||-1124155392||US
-1124155391||-1124139008||JP
-1124139007||-1124073472||CN
-1124073471||-1123811328||IN
-1123811327||-1123794944||HK
-1123790847||-1123786752||CN
-1123786751||-1123778560||MY
-1123778559||-1123766272||JP
-1123766271||-1123762176||CN
-1123762175||-1123745792||KR
-1123745791||-1123713024||ID
-1123713023||-1123704832||PK
-1123704831||-1123696640||KR
-1123692543||-1123688448||NC
-1123688447||-1123680256||JP
-1123680255||-1123631104||MY
-1123631103||-1123614720||BN
-1123614719||-1123581952||JP
-1123581951||-1123549184||TH
-1123549183||-1123532800||AU
-1123532799||-1123528704||ID
-1123524607||-1123516416||AU
-1123516415||-1123508224||IN
-1123508223||-1123504128||CN
-1123500031||-1123483648||SG
-1123483647||-1123450880||PH
-1123450879||-1123418112||AU
-1123418111||-1123352576||HK
-1123352575||-1123319808||IN
-1123319807||-1123299328||JP
-1123299327||-1123295232||MY
-1123295231||-1123287040||TH
-1123287039||-1123254272||IN
-1123254271||-1123221504||JP
-1123221503||-1123155968||SG
-1123155967||-1123139584||AP
-1123139583||-1123131392||SG
-1123131391||-1123123200||AU
-1123123199||-1123106816||AP
-1123106815||-1123090432||PH
-1123090431||-1123024896||HK
-1123024895||-1122992128||SG
-1122992127||-1122893824||IN
-1122893823||-1122828288||HK
-1122828287||-1122762752||TH
-1122762751||-1122697216||TW
-1122697215||-1122238464||JP
-1122238463||-1122205696||CN
-1122205695||-1122189312||PH
-1122189311||-1122181120||AU
-1122172927||-1122140160||AU
-1122140159||-1122107392||CN
-1122107391||-1121976320||TW
-1121976319||-1121189888||KR
-1121189887||-1121091584||JP
-1121091583||-1121075200||CN
-1121075199||-1121067008||JP
-1121058815||-1120993280||JP
-1120993279||-1120960512||TH
-1120960511||-1120944128||CN
-1120944127||-1120927744||KR
-1120927743||-1120403456||CN
-1120403455||-1119617024||TW
-1119617023||-1119485952||AU
-1119485951||-1119354880||TW
-1119354879||-1118437376||KR
-1118437375||-1118339072||JP
-1118339071||-1118322688||SG
-1118322687||-1118306304||CN
-1118306303||-1118240768||AU
-1118240767||-1118175232||JP
-1118175231||-1118044160||TH
-1118044159||-1117913088||HK
-1117913087||-1117847552||ID
-1117847551||-1117814784||AU
-1117814783||-1117782016||IN
